instance,status,variables,clauses,conflicts,decisions,propagations,memory_mb,cpu_time_s
76a3cb7644b4b47135b9ac9e2e374982-2000009987fw.shuffled-as.sat03-1664,UNSATISFIABLE,3214,12609,128347,177839,61888690,14.16,10.3779
ba3dff2c762820dae1c5cee2d4bbac61-unif-k7-r85-v150-c12750-S367425675-085-UNKNOWN,TIMEOUT,150,12750,1808621,2255585,33350952,30.14,59.9737
5477940c89d5bfc8b7619cc832c75f1e-gt-ordering-sat-gt-040.sat05-1297.reshuffled-07,TIMEOUT,1600,60098,2458638,5709074,70506770,229.05,59.6533
9abefba7f95d6b530ea33190088c6555-bench_2930.smt2,TIMEOUT,25148,83974,684480,1161164,313885299,87.98,59.8633
53340ff96f2e5bce82b60c428116db44-unif-k4-r9.223-v7800-c71939-S8854350172990187851,TIMEOUT,7800,71939,420222,2035155,160311090,257.02,59.6114
9a631616dac5230ba5e74d5fdeccc021-aes_32_3_keyfind_1,TIMEOUT,708,2540,3634082,4161827,238277706,11.41,59.9882
d9c3391cbc4e2d6f4ad5cd6a59b1fb3a-connm-ue-csp-sat-n600-d0.00-s1227021255.used-as.sat04-939,SATISFIABLE,576,6864,864,1337,81919,11.7,0.02968
b38ca1ec1379817a733f374dbad81abc-x9-10042.sat.sanitized,SATISFIABLE,500,4505,1667240,2168500,173276594,15.27,56.447
bdf1bec1519339c0b9f66de555f74480-x9-02006.sat.sanitized,SATISFIABLE,100,902,46,66,1752,10.91,0.001512
a1d58b607613983a3004d07d6d9c6571-bench_13521.smt2,TIMEOUT,19901,70289,1910987,3468788,277370898,99.21,59.9328
5ee9335d2418e578559c467e9ca445bd-bench_8702.smt2,UNSATISFIABLE,5290,17896,3155,7675,174312,12.89,0.041948
d952bfb3baf34f17089412f9379ad6fa-gencnf-k5-r21.5-v149-c3203-02-S893768596.used-as.sat04-192,TIMEOUT,149,3203,3739001,4519409,83123996,15.93,59.9766
78312b3d79f63193d95ef595d7842fd5-3col300_5_4.shuffled,SATISFIABLE,600,2531,921549,1178135,117781528,13.96,29.5428
d328f5aff4a25a049f14db0ffacbe5bf-3col300_5_9.shuffled,SATISFIABLE,600,2532,239409,306403,30775112,11.21,6.62438
fdfcd52a21824b7181d66672f283ba04-instance_n6_i6_pp_ci_ce,SATISFIABLE,7278,63935,14892,46189,3752343,16.41,0.514236
3960ce68d2b30fd9836c4fb0c1f94976-unif-k7-r87.79-v123-c10798-S1082538658906206701,TIMEOUT,123,10798,2002353,2434652,32034803,30.14,59.9748
f8782dc4e125fe4aec841f68ed4c4bf1-ccp-s8-facto2,TIMEOUT,496,8872,5539094,13001878,183256269,44.01,59.9695
e2e4f1edec6572414d646fb7aef1bf28-bench_17031.smt2,UNSATISFIABLE,14382,48855,291273,396941,31293210,27.75,8.83966
e34210fbbbd0fdf9758faba9ecc478d6-ecgrid6x205_shuffled,TIMEOUT,2461,9842,8194949,16422830,149619772,88.43,59.9193
01c64036a1e08f96e79e92d72cb8626c-fdmus_b20_360,UNSATISFIABLE,5448,14918,30687,76594,2123703,13.09,0.34905
4fc850a80f97ec924d71d369062f0294-fdmus_b22_602,UNSATISFIABLE,4767,12965,24013,64449,1906220,12.68,0.302546
150b48da1f16ceb124f18882bcfe4c96-SGI_30_70_18_80_10-log.shuffled-as.sat03-141,TIMEOUT,90,32698,2571664,3224416,17480163,36.62,59.9603
9618e86d4e53cc23834bc81bdbddfa63-fdmus_b22_359,UNSATISFIABLE,5691,15672,23589,66266,1878159,12.98,0.31386
517fd0e62d9d59ca421e99e827673cd0-shuffling-2-s1016393551-of-bench-sat04-357.used-as.sat04-634,TIMEOUT,9197,24042,1159386,1442929,264026086,26.68,59.9607
931986ebc26c0b0e6b978cd94d0bec33-fdmus_b17_1299,UNSATISFIABLE,6942,19810,9554,16214,2317949,13.65,0.312989
f02883e846e9abe0e9de63955771f350-unif-k7-r86.953-v130-c11304-S1790934392186935887,TIMEOUT,130,11304,1933919,2366357,32187481,31.72,59.9734
317be3abfd12c8768a9d5d8e8e2b6a10-bench_3394.smt2,UNSATISFIABLE,4701,15931,2365,7396,117010,12.8,0.030174
399adc2d67408fe20a7d2722a293f434-unif-k5-r21.3-v90-c1917-S852794659-023,SATISFIABLE,90,1917,4819292,5581242,75383965,11.28,54.0116
dd3c8954cf36ba82c332759aa4d3590a-3col120_5_4.shuffled,SATISFIABLE,240,1006,6599,7825,420545,10.91,0.067763
b6cb49a3f09535a188f3bf482ca24d66-x9-08006.sat.sanitized,SATISFIABLE,400,3598,428262,541455,38803054,11.05,10.171
a66b779db0a7e67914b79b75b409d394-unif-k6-r41.348-v320-c13231-S6947766467547795562,TIMEOUT,320,13231,1596613,2210024,54693285,35.64,59.9626
cc30e4eedbcf9c3bc110894d08781246-j3037_9_mdd_bm1,TIMEOUT,19502,82348,459967,599293,468719206,60.89,59.9017
dea23367a773e735c5b11474c7531a9f-bench_2571.smt2,TIMEOUT,28489,94068,592103,1028091,297373187,89.5,59.871
8ad150b6b2d42abf7485459f447c96b8-bench_10146.smt2,UNSATISFIABLE,5031,17066,2999,9542,168051,13.05,0.040149
18f54820956791d3028868b56a09c6cd-barrel2,UNSATISFIABLE,50,159,0,0,1,10.79,0.0
fd9d5e7a6d04ad818e4fe91b6ac6dd05-unif-r4-v900-c3600-04-S914088077.used-as.sat04-24,TIMEOUT,900,3600,2487212,3336671,263122798,20.86,59.9913
214a609d6a70d397010c27e42a2463fe-sss-sat-1.shuffled,SATISFIABLE,4824,48180,1349,7668,210031,14.73,0.09355
a26226fcee844caa830d838d5c52684b-mod2c-rand3bip-sat-170-2.shuffled-as.sat05-2414,SATISFIABLE,243,1768,357894,467757,16466723,10.91,3.88591
76b27a4863118e323d43bb7eef0d04be-mp1-ps_5000_21250_3_0_0.7_0_1.50_8,TIMEOUT,5000,21250,1009048,1314760,246267834,41.29,59.9171
02cba4bd89eb7ecbf0f063c4c4fef7d6-unif-k5-r21.3-v130-c2769-S1032474357-17.SAT.shuffled,TIMEOUT,130,2769,4003885,4789792,80903954,14.81,59.9764
cebdff69bbdc5d02033917180c906ba5-rand_net50-40-1.shuffled,UNSATISFIABLE,4000,11901,4163,7796,1756597,12.52,0.192865
5fb95a5e8c866e36b63964196cb195ca-fdmus_b22_100,UNSATISFIABLE,3795,10469,16861,32823,1147889,12.31,0.194745
dc79f28b00c59ae26acf7203d974a77d-bench_5137.smt2,TIMEOUT,17998,55198,715425,1109469,315383889,46.05,59.9317
2e952bfbce4f152e944987aadce01abb-em_7_4_9_exp,SATISFIABLE,1677,26387,50070,147885,4711112,20.88,2.06074
bde2fa38049cff1a8e0aa7ce506a8a9f-unif-c2580-v600-s1669801978,TIMEOUT,600,2580,3185368,4081203,248330231,15.64,59.9692
80479e3db0b36dd61a2933ba8bf50652-hgen5-v200-s1563025017,TIMEOUT,200,1419,4743010,5766629,159675220,12.28,59.9536
4f84cf9a12640c344029e8f21335af57-fla-barthel-220-4,SATISFIABLE,220,946,19677,23967,802675,10.91,0.139007
33e5a3d294631eead02f76ca486d97ab-x9-10017.sat.sanitized,TIMEOUT,500,4500,1722762,2230909,180518773,15.32,59.9866
22d0a2fdc65d884c2bbde56af9feba4a-intervals961,TIMEOUT,2379,52030,1090195,4364919,69140257,130.97,59.8175
5a0f8fa87c1e91730ec422778842e9c0-fdmus_b15_431,UNSATISFIABLE,7800,22404,691,1434,326461,14.12,0.062633
3201d028c7393cb232f953966f279cac-unif-k7-r89-v55-c4895-S1219079555-14.UNSAT.shuffled,TIMEOUT,55,4895,3339475,3731734,30004166,16.34,59.9726
b66a7de0f5cb95930798063077accd5d-unif-k3-r4.267-v12800-c54618-S3439055989040791792,TIMEOUT,12800,54618,386874,1349937,235089802,163.2,59.6943
337b7cf49d5cb212e54b13b73c7c8c8c-okgen-c2025-v450-s7443027-7443027,TIMEOUT,450,2025,3838952,4793961,241796001,14.55,59.9659
ee59f6644f9629b6a12ef83f2c867911-hwb-n22-03-S558957874.shuffled-as.sat03-1614,UNSATISFIABLE,144,688,5254402,6062054,150128143,10.91,38.8997
ca3c65a863526793968fc30618a42709-case16.normalised,TIMEOUT,600,5404,1518086,2055664,181609144,19.66,59.9823
90bec6dcf2399d7c7f73acba44a8641e-Wallace_Bits_Fast_8.cnf,SATISFIABLE,15479,61488,47076,89131,28335530,45.22,4.59891
82eb8157fb8cf2cfc2546e32f229dd52-x9-05033.sat.sanitized,SATISFIABLE,250,2251,8519,11024,544911,10.91,0.107497
793940f97fb6a67405924c6356127166-unif-k3-r4.26-v300-c1278-S566093033-041.UNKNOWN,UNSATISFIABLE,300,1278,1102471,1322061,53367122,10.91,11.3053
2bc976e4bdddb8a6ea28bd0ad3ad12b0-pyhala-braun-unsat-35-4-03.shuffled-as.sat03-1543,UNSATISFIABLE,7383,23991,474655,559105,181013278,20.39,42.7535
07e064dbe45135dd8b266eea0c0c9b6c-x9-02040.sat.sanitized,SATISFIABLE,100,897,12,32,490,10.91,0.001818
55da261c18fa6dea7c13be63adc946f5-x9-12024.sat.sanitized,TIMEOUT,600,5402,1497839,2029637,178935537,18.97,59.9868
cf0371465f862cdca3e146c51fadd8dd-x9-10041.sat.sanitized,TIMEOUT,500,4504,1702120,2199502,178163893,15.24,59.9758
e8e197ff91092f56859d8372f48465d8-unif-k5-r21.117-v470-c9925-S7525275731776300642,TIMEOUT,470,9925,1598977,2293998,79035369,40.11,59.945
72f0b84ad100152a960d99fe45b1cc67-equilarge_l5.shuffled-as.sat05-522,TIMEOUT,4478,18519,978973,1122892,358476809,36.81,59.9439
71aceeaec564ce406345093712000b7f-sgen1-sat-280-100,TIMEOUT,280,672,4543478,6026421,241721453,11.09,59.9818
66e4b695e19dc53e88460a912c23ad93-fdmus_b15_321,UNSATISFIABLE,5286,14977,5531,9501,888434,12.92,0.14323
e9ee5e6b0a64882e2bda43055df10489-unif-k7-r87.79-v140-c12291-S2785197594805748035,TIMEOUT,140,12291,1754614,2162818,30674321,30.18,59.9757
c733306509c7bcba8a2afa5d4af5682a-unif-k3-r4.26-v550-c2343-S2037574412-07.UNSAT.shuffled,TIMEOUT,550,2343,3437455,4384702,253348150,14.7,59.9756
8530c911b75ab1b276042043d118a875-constraints_16_0.4_1.sanitized,TIMEOUT,2240,40528,0,0,83,57.49,59.9256
137ce786edc85a0dfb57bb979faed4bf-dp02s02.shuffled,SATISFIABLE,319,657,0,4,81,10.91,0.002073
a7e7d0f855781da215aed50e523a821c-b22_1,TIMEOUT,33427,93482,1319496,13796707,351363434,48.61,59.9533
6d53608451f6dc8cccd0474aeb6d9670-999999000001nw.shuffled-as.sat03-1676,TIMEOUT,4667,18375,507689,675910,286373620,27.85,59.9707
56be52d2a0580e3fb53f19429228e035-gripper11.shuffled-as.sat03-390,SATISFIABLE,3222,26274,179624,483523,26944224,47.56,7.38008
e3f3335dd5b8e4d894f9b6965f207e48-unif-k7-r85-v140-c11900-S1906075351-024,TIMEOUT,140,11900,1817213,2246480,31923938,30.18,59.9425
ba093c6ed285bf1e5643ca761cf8b8b2-ferry7_v01a.renamed-as.sat05-4002,SATISFIABLE,648,10044,187,464,13646,11.54,0.007733
988603bd72158a0c8491d29b7c62c04e-instance_n2_i3_pp,UNSATISFIABLE,39,80,0,0,1,10.79,0.001173
606d63e40799b1b5d43db4b93bc262ba-unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN,TIMEOUT,400,1704,4158727,5136333,245593942,12.28,59.9954
3e9cab4b534bdad47cb1b544990e9a46-unif-k3-r4.2-v20000-c84000-S878494004-057-UNKNOWN,TIMEOUT,20000,84000,275898,1276208,227057821,247.7,59.7222
9037314e1e407b818f6358ef2e604769-unif-k7-r85-v160-c13600-S659720099-13,TIMEOUT,160,13600,1615850,2027503,31138091,44.68,59.947
0833521b118f61bdf8198940a6fba69a-x9-06000.sat.sanitized,SATISFIABLE,300,2701,4706,6826,339782,11.05,0.066596
2565059c258a9e1a45f61df4e0112010-php-030-025.shuffled-as.sat05-1178,TIMEOUT,750,10905,1033320,2113210,24336482,90.82,59.8127
d94f21ee29955ca2d8427cfb83aecaea-glassybp-v699-s83692228,TIMEOUT,699,3262,2717081,3616107,233903899,20.07,59.982
1e359831dfd948befd68524f6249064f-bench_1275.smt2,TIMEOUT,25148,83478,663684,1124272,312342051,91.9,59.944
0ee8bc105516eb4f4f817f993c5d5e54-hgen5-v250-s2114392380,TIMEOUT,250,1774,4040351,5006395,158269469,13.87,59.943
a6b262ce6b3e92c398bbdee13ab0b425-okgen-c1225-v350-s2115361540-2115361540,SATISFIABLE,350,1225,200,431,11792,10.91,0.00379
6a322c841a33a2ab60e4c4e5a17a5e2b-unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN,TIMEOUT,2000,40000,640240,1560203,85621175,114.68,59.5729
740e92f74d485a285242d8c4a437b084-marg3x4.shuffled-as.sat03-1451,UNSATISFIABLE,47,200,2189471,3354744,14824814,10.79,4.48349
dd762066d0a8086f257e209097c70ee4-fdmus_b17_1457,UNSATISFIABLE,8571,24472,329,1251,191145,14.38,0.050027
2f246d810f55e9a54203ff69d2c077d0-fdmus_b22_128,UNSATISFIABLE,3138,8638,9306,18085,546428,12.07,0.104414
688d8593b06e49c3117089d04cdc6b7a-4col140_9_8.shuffled,TIMEOUT,280,2482,4570374,7014798,175814966,13.0,59.9349
08f07376771f3ccb2b4a0a98ff45e5fd-x9-05099.sat.sanitized,SATISFIABLE,250,2254,2853,4007,184995,10.91,0.034429
95b63b270f0bbfa77e81ead27b281abc-SGI_30_60_28_40_10-log.shuffled-as.sat03-123,TIMEOUT,140,55004,2048112,2926482,12601019,57.11,59.8271
a4b8b6c27190d64ef2aa833b55ecfdab-fdmus_b15_438,UNSATISFIABLE,9000,25934,669,1305,296798,14.52,0.066425
98502ce6592f4161c29a5c5a048b3a46-gencnf-k5-r21.5-v149-c3203-01-S1146065239.used-as.sat04-191,TIMEOUT,149,3203,3567516,4309489,79239127,15.71,59.9802
8b43753b1472057d109f13f8536925f2-unif-c2450-v700-s1465124739,SATISFIABLE,700,2450,1308,2425,122916,11.04,0.018447
3db350b36646dce8600afe76cfd43774-rand_net40-30-1.shuffled,UNSATISFIABLE,2400,7121,2368,4540,649730,11.89,0.079731
29aa06c82e202489f89ac5aeb52abc4a-unif-k3-r4.26-v650-c2769-S944656226-046.UNKNOWN,TIMEOUT,650,2769,3020768,3913272,249799978,17.27,59.967
1eded12c3d0b8521a28681aea32936ee-x9-06048.sat.sanitized,SATISFIABLE,300,2697,10558,14128,778100,11.05,0.154286
d96fa3246dec88a7aa16a17c667b12a6-pyhala-braun-unsat-40-4-04.shuffled-as.sat03-1548,TIMEOUT,9638,31557,570671,683157,250390336,27.88,59.9348
747c7c80288a7687d62e01128dcaaf84-okgen-c1062-v250-s1130814415-1130814415,UNSATISFIABLE,250,1062,459406,552946,20003942,10.91,4.03745
7cdea7e0327c438122091f1d354c98d9-unif-k7-r87.79-v135-c11852-S8120933445334060443,TIMEOUT,135,11852,1845430,2265099,31464115,28.48,59.9747
334377e53f9c25d6b3dc52f7bb5fac92-x9-10071.sat.sanitized,SATISFIABLE,500,4503,1249793,1633314,131188510,14.32,41.3517
321732c1a401ff109b2f2b447e3dbe5e-16_16_booth_wallace_mapped_and_default_origin_bit28,TIMEOUT,2967,9633,1275092,1670478,282451951,21.21,59.9795
d8d6c256f047b0bfd7ddd4e4fb22663a-glassyb-v399-s732524269,TIMEOUT,399,1862,4229575,5344694,244105737,14.54,59.9868
5e942e0c36a4b44057c6a33a255af8ae-x9-05040.sat.sanitized,SATISFIABLE,250,2241,4946,6827,315259,10.91,0.065974
dfb56b2734d730060f05263e75954d8b-bench_1194.smt2,TIMEOUT,28489,97239,508786,860360,273030548,82.07,59.9051
73290a2f525f7c1ce30e2367b09b3724-manthey_single-ordered-initialized-w46-b7,TIMEOUT,9177,70285,512038,921047,286221138,96.88,59.9144
72f1792b9b83d4fbf8c6433fb624935e-unif-k5-r20.997-v440-c9239-S2870893026575493147,TIMEOUT,440,9239,1729608,2453076,81598230,35.78,59.979
ea7c40eec2e3b70b8f2e052e3dcfd402-bench_5407.smt2,TIMEOUT,17998,57029,763253,1210340,302742707,86.88,59.9277
64f752b0931674f7dbd31993c333bb1a-LABS_n039_goal002,TIMEOUT,32835,66952,340175,389417,567783845,38.39,59.8861
95ce08eb297188dffb23d2f4d496f263-unif-k3-r4.2-v10000-c42000-S1438185261-13,TIMEOUT,10000,42000,503814,1404845,257526028,116.81,59.6543
2c3eb7d070d61fd2a92bc2b020292a75-unif-k3-r4.2-v8000-c33600-S688804305-073,TIMEOUT,8000,33600,584717,1486564,256780682,149.09,59.6873
ba97baacf48679459baf947efbe85491-OKgenerator_s0=32s1=36n=800l=5cp=16000-Dnr0=0nr1=8-o.shuffled-as.sat05-1571,TIMEOUT,800,16000,1142823,1853994,81793476,82.88,59.9128
8037328719bbffd602bce8fb3fc741b3-fdmus_b17_1315,UNSATISFIABLE,5442,15430,5469,10211,1029358,13.03,0.156646
7593be14032cf028726a1c2bb74214c8-x9-09079.sat.sanitized,SATISFIABLE,450,4045,56494,79772,5494564,11.23,1.21054
793f191f6afcfe9d4758711dd8d0f851-3col240_5_5.shuffled,SATISFIABLE,480,2024,11359,15472,1225210,11.04,0.211087
b7d2ea3e0917d81da07dcdcaf527888e-unif-k5-r20-v800-c16000-S1736471436-014,TIMEOUT,800,16000,1088896,1775042,78318841,82.89,59.9218
138b0a443a191a2352a7c7f63c263e97-fdmus_b21_95,UNSATISFIABLE,2925,8039,7618,15492,482794,11.93,0.089346
95b93acd24c5a214fdc2e422c8fb255f-hgen7-n390-02-S178568232.shuffled-as.sat03-861,TIMEOUT,390,1722,3696548,4752579,236359220,14.82,59.9765
e1b88fadb8ef01e97e6ad5fc8c976ac2-unif-k7-r89-v75-c6675-S1785258608-13.SAT.shuffled,TIMEOUT,75,6675,2706949,3099194,30294248,18.61,59.9911
85ad99456789d61b24f9628bc6792cb7-x9-07072.sat.sanitized,UNSATISFIABLE,350,3150,282467,352846,23109409,11.05,5.98435
90f2f9442fbe90fe0d2d6b94a27ace9e-unif-k3-r4.25-v520-c2210-S1331813943-033,TIMEOUT,520,2210,3496104,4413979,243715913,14.32,59.9255
13ae2628d8e113db1786dba41a65fe38-x9-10027.sat.sanitized,TIMEOUT,500,4503,1735510,2249911,181944908,15.16,59.9894
d44468408e3ce0c91c2ce6f850bdd3ed-unif-k4-r9.931-v152-c1510-S281688906029624199,TIMEOUT,152,1510,5081136,6055076,130669034,12.08,59.9823
bd8b5aef5bee3eb06ff9b78ff6f70288-unif-r4.25-v600-c2550-10-S1155255728.used-as.sat04-80,TIMEOUT,600,2550,3105216,3979776,239537777,15.08,59.991
eeed2d4d2040d97cfd530fe3ea0a3113-x1_64.shuffled,TIMEOUT,190,506,17448240,27953572,160915551,10.91,59.952
b490a60b9ea725b478b7db33b5214a92-genurq15Sat.shuffled-as.sat03-1505,SATISFIABLE,890,4082,20842,65177,422893,11.32,0.126535
94f24bffa6f00690545942dca629041b-unif-k5-r21.3-v70-c1491-S1474234583-11.UNSAT.shuffled,TIMEOUT,70,1491,5954178,6758211,77974365,10.91,59.9954
f209a4acd175dae964336df642366237-fdmus_b22_728,UNSATISFIABLE,3699,10041,18650,50679,1286414,12.34,0.209551
b1d63521aae0fdf33f2e47397c4b4c4f-unif-k5-r20-v900-c18000-S1175862975-06,TIMEOUT,900,18000,1054902,1799747,81977707,78.73,59.9396
8deed968c6b0f2c5d30c3137fce87edb-sgen3-n220-s24359701-sat,TIMEOUT,220,524,5162062,6508309,232284649,10.91,59.9957
6361efc636e147860227caeb3eff903a-bench_3218.smt2,TIMEOUT,28489,93905,549376,904793,298591322,90.29,59.9085
24b68659c37d328dd590cf3467bc433d-gripper13u.used-as.sat04-426,TIMEOUT,4268,36587,949570,2247697,191063822,74.79,59.9362
576c8be4f6c41ff857d74e5a07ff8dfd-unif-k7-r87.232-v120-c10468-S539845933995028648,TIMEOUT,120,10468,1962882,2378227,30818302,29.55,59.9766
3bb48fae4d5a76ee23d85e713d23c50c-Schur_161_5_d34,TIMEOUT,761,28057,719539,1044728,40934671,48.2,59.9005
b3a28e40136a257bc3c30bfc2a85e4b5-unif-c3010-v700-s334488625,TIMEOUT,700,3010,2828103,3684850,239477840,18.45,59.9913
9441f19b47ccaa99c2904eff00761f68-OKgenerator_s0=32s1=24n=120l=7cp=10200-Dnr0=0nr1=6-o.shuffled-as.sat05-1587,TIMEOUT,120,10200,1998764,2424147,31480290,26.34,59.9702
60ec4489f6443f9a3e0f6178920b58aa-bench_1528.smt2,TIMEOUT,25148,81902,647685,1065066,300759840,90.5,59.9441
2cdf2a15902aabc0264425422e6862da-unif-k6-r43.37-v200-c8674-S1915171699255923158,TIMEOUT,200,8674,1869968,2391142,45791960,25.24,59.9744
afd8647ae9e0f8ac6a4dd54def637a3d-okgen-c1575-v450-s1140727120-1140727120,SATISFIABLE,450,1575,1,108,483,11.04,0.002533
b9864e673e44e4ca4f045ed8f480ec95-fdmus_b22_485,UNSATISFIABLE,3141,8612,7258,17931,392067,12.02,0.075142
0876c518e5653369e20fb1ee0bb8db40-mp1-klieber2017s-0500-023-t12,TIMEOUT,30587,91689,309948,338401,324274919,42.03,59.9521
6c513542054d1f4f8e49d9a71668a999-fla-qhid-320-2,SATISFIABLE,320,1760,1955,2560,89728,10.91,0.017696
99eab2872df270e52d357dca556cb04b-bench_2348.smt2,TIMEOUT,19263,66949,611270,940495,308169764,83.59,59.928
3112c9821dec5f4f39af226e49cd5392-OKgenerator_s0=32s1=41n=6000l=3cp=25200-Dnr0=0nr1=9-o.shuffled-as.sat05-1687,TIMEOUT,6000,25200,655490,1474468,239449100,113.05,59.8317
91ad438fc5dd9e17aeaacb5fc2602b32-bench_2226.smt2,TIMEOUT,26243,89573,504244,766161,321106494,136.68,59.8889
b291ebf7d84b206182115334183af7ab-hgen6-4-24-n520-02-S1443767688.shuffled-as.sat03-841,TIMEOUT,520,2204,3004747,3931050,229250656,15.76,59.9318
5a942b70d97fad931b9787214f1c9b30-unif-k3-r4.25-v440-c1870-S1563412474-059,TIMEOUT,440,1870,3830297,4787145,244826932,12.68,59.8971
2da1b336ad6c58a61bf1082ed6c8ebe2-unif-k7-r85-v160-c13600-S91288590-071,TIMEOUT,160,13600,1645778,2062787,31766332,44.52,59.9247
27ac3d17f544f864d371cd48cdff780d-hgen5-v300-s1895562135,TIMEOUT,300,2129,3522877,4444921,156250639,14.66,59.9646
8f87c2d1517fbbca0fe39c972ec44fed-unif-c2795-v650-s1961802509,TIMEOUT,650,2795,2914298,3760083,237226250,17.45,59.7921
e802bcf575f468b35bff60b47bab8017-rbsat-v945c61409gyes7,TIMEOUT,945,61409,436312,747907,40978098,123.89,59.8402
067dc6945c4aec1c2bc1fdc2e5819124-3col20_5_8.shuffled,UNSATISFIABLE,40,155,0,0,32,10.79,0.001294
e88f111ded15a4b290f30184778f569a-unif-k3-r4.25-v460-c1955-S1892788676-021,TIMEOUT,460,1955,3788632,4765736,250514146,14.53,59.9613
a36d3875dac8d18a5f8c46ae2a0becc4-fla-barthel-540-4,TIMEOUT,540,2322,3350349,4254887,247038424,14.93,59.9794
4f91877f890dbe6ddfa8a6403c12d000-fdmus_b17_1293,UNSATISFIABLE,6630,18934,7803,13079,1624810,13.62,0.240334
150d5db53b79cad35248536274c2662a-g2-gss-36-s100,TIMEOUT,32642,98095,73442,88365,550728594,43.1,59.9517
fa5c6d6736a42650656c5bc018413254-bphp_p23_h22.sanitized,TIMEOUT,115,5796,6218750,9741615,42087283,26.75,59.9871
94477e851b8595559df7499b668747ef-gensys-icl004.shuffled-as.sat05-3130,UNSATISFIABLE,392,13992,61694,71132,4488832,12.09,2.06191
a53f5bdf5c68f006c146f172fdd5a49d-hcb2.shuffled-as.sat03-1430,UNSATISFIABLE,12,32,0,0,2,10.79,0.0
ec55408373c3e609850674f8abada22e-unif-k7-r87.79-v152-c13344-S7099058550030087021,TIMEOUT,152,13344,1669398,2077916,30934883,33.81,59.9005
e565df0bb3495a069aecea1443e78ba1-unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE,TIMEOUT,450,1917,3894504,4880262,249156323,13.39,59.9931
894eb0532de87a257f29573adeae60b5-x9-02057.sat.sanitized,SATISFIABLE,100,900,15,34,644,10.91,0.001203
967688dbb0a586a530533c11d0dd77da-connm-ue-csp-sat-n800-d-0.02-s1542454144.used-as.sat04-955,TIMEOUT,736,8872,1637931,1929290,170574000,23.57,59.9665
1a65f0b7582ff6fe9e500b8e799b20d6-unif-k7-r85-v240-c20400-S1739132237-05,TIMEOUT,240,20400,1262999,1688096,32508309,53.78,59.9122
7647bb0bbc237d68eba554af8117c913-gensys-icl001.shuffled-as.sat05-3822,TIMEOUT,2441,15783,1406465,2206957,98369032,23.09,59.8824
10aca82b7b9798a9a088f4df2c324d1d-cruxmiter29seed9,TIMEOUT,513,1424,5236854,6753652,262209641,11.06,59.9936
dd4ec51aeb896d1f08e1de1278156fa4-tseitingrid7x145_shuffled,TIMEOUT,2030,8120,9935551,33394591,112993875,109.38,59.9193
6715c87039cf6652232147dee4ee1a26-bench_10098.smt2,UNSATISFIABLE,5850,19960,3699,9886,273186,13.45,0.056199
f640e5bc21b8cceccf24ba91895207ba-bench_3326.smt2,TIMEOUT,28489,93877,639776,1064919,308478451,90.45,59.9189
faa726fc029488c4bb7c30c000f5f5e9-shuffling-1-s1667727374-of-bench-sat04-987.used-as.sat04-995,UNSATISFIABLE,25900,77546,30615,36032,75905778,21.89,8.14006
808c3cf0e567c1595919b9e4c4986da9-gencnf-k5-r21.5-v131-c2816-01-S410876963.shuffled-as.sat03-1748,TIMEOUT,131,2816,4020914,4812298,81711747,15.24,59.9763
ad1397d5a8831e411ef82a2585835baf-unif-c1300-v650-s1538192595,SATISFIABLE,650,1300,1,206,338,11.05,0.003679
88bac579a41a8a938e3eaa1e19073b83-hgen2-v450-s817633844,TIMEOUT,450,1575,3896618,5057974,263583863,15.43,59.9771
c524c3e9753969b7f02c3958d5c2ee19-bench_7664.smt2,UNSATISFIABLE,3124,10786,540,1580,29055,12.04,0.016884
8d330b8dbf55db9ccea8b0e27812bcc8-unif-c3250-v650-s2129923604,TIMEOUT,650,3250,2901501,3700387,219617980,18.24,59.9932
2ee0774c957ac08cab643bbe3cf5f8e2-manthey_single-ordered-initialized-w32-b9,UNSATISFIABLE,6480,46192,57789,104799,27516935,23.89,4.40325
ead783dfc561c350031e52add765d7bf-fdmus_b15_343,UNSATISFIABLE,9750,28039,8038,13449,2662850,14.66,0.335477
acd3fdd28820630b9adc470846489e15-fla-barthel-400-5,SATISFIABLE,400,1720,154296,195678,9359355,10.91,1.7549
2545c975437bd6d77f51919662b50a77-unif-k7-r86.953-v130-c11304-S1769250575083621108,TIMEOUT,130,11304,1854105,2265729,30802548,30.08,59.9764
f7acfb134abc40719afd63310b9b12fd-SGI_30_60_28_30_1-dir.shuffled-as.sat03-1,TIMEOUT,840,64138,341561,651957,27937732,145.95,59.854
f381e3bd607b8d9c386e4db55f82f3f8-unif-c3900-v600-s183420050,TIMEOUT,600,3900,3030196,3741214,186531968,15.97,59.9823
1c1fea66051e775a26e1cb44f5f990bd-unif-k7-r89-v60-c5340-S1093254405-20.SAT.shuffled,TIMEOUT,60,5340,3088573,3473113,29495828,15.49,59.9573
4a85e090bda23cef9bf2aed55d489ab6-sin_depth_miter_5,TIMEOUT,13754,59887,785417,1493286,382025185,80.98,59.9109
254379ba985f92132932ecfbeffc9b54-queen13_13.col.13,TIMEOUT,2028,80041,725743,915546,46611523,63.39,59.9218
a9dd80ac369ca24054cba2b308fbc712-uniqinv46prop,TIMEOUT,16612,48881,460630,897297,276695457,93.55,59.9325
